Summary,Temperature (C),Humidity,Wind Speed (km/h)
Overcast,10.10555556,0.86,16.9211
Overcast,11.01666667,0.78,21.5418
Mostly Cloudy,11.01666667,0.78,20.0284
Mostly Cloudy,11.07777778,0.82,15.4882
Overcast,9.905555556,0.87,13.6689
Overcast,9.883333333,0.87,13.6367
Overcast,8.9,0.9,16.3415
Overcast,7.85,0.96,19.8191
Overcast,7.827777778,0.93,16.9211
Overcast,8.366666667,0.88,16.7601
Overcast,8.311111111,0.87,19.8674
Overcast,8.288888889,0.9,19.5454
Partly Cloudy,1.427777778,0.9,10.948
Overcast,7.733333333,0.94,12.3648
Overcast,7.688888889,0.93,4.1377
Overcast,7.227777778,0.96,2.1574
Breezy and Overcast,7.083333333,0.87,39.0425
Windy and Overcast,4.977777778,0.87,41.2965
Windy and Overcast,4.061111111,0.9,43.4539
Windy and Overcast,3.961111111,0.89,46.207
Windy and Overcast,5.022222222,0.86,41.5219
Breezy and Overcast,4.961111111,0.84,37.8189
Breezy and Overcast,4.088888889,0.88,35.2751
Breezy and Overcast,5.155555556,0.82,39.5738
Overcast,5.355555556,0.84,31.6848
Overcast,6.311111111,0.85,28.6902
Breezy and Overcast,6.361111111,0.84,32.5703
Overcast,6.555555556,0.82,24.15
Mostly Cloudy,7.405555556,0.77,11.5437
Mostly Cloudy,6.227777778,0.84,5.152
Mostly Cloudy,6.083333333,0.82,11.2056
Partly Cloudy,3.85,0.91,11.27
Foggy,2.644444444,0.92,3.22
Clear,1.422222222,0.88,4.7334
Clear,0.927777778,0.89,3.1395
Clear,0.488888889,0.89,6.279
Mostly Cloudy,5.305555556,0.82,12.6546
Mostly Cloudy,0.016666667,0.92,11.0446
Mostly Cloudy,0.577777778,0.85,11.2378
Partly Cloudy,1.283333333,0.86,13.7494
Partly Cloudy,2.661111111,0.89,17.1626
Mostly Cloudy,2.755555556,0.82,15.9551
Mostly Cloudy,3.644444444,0.77,15.7458
Mostly Cloudy,3.816666667,0.77,23.2162
Mostly Cloudy,3.816666667,0.77,24.9711
Mostly Cloudy,4.883333333,0.76,20.9622
Mostly Cloudy,5.072222222,0.76,24.6974
Mostly Cloudy,6.161111111,0.7,26.2913
Mostly Cloudy,6.25,0.75,23.6348
Mostly Cloudy,7.2,0.72,23.023
Mostly Cloudy,7.222222222,0.72,21.6384
Mostly Cloudy,7.294444444,0.74,20.7851
Mostly Cloudy,7.266666667,0.74,20.2055
Mostly Cloudy,7.683333333,0.72,22.7493
Overcast,7.572222222,0.73,22.0248
Overcast,7.622222222,0.72,22.8298
Overcast,7.638888889,0.72,16.9855
Mostly Cloudy,7.177777778,0.72,19.964
Overcast,6.094444444,0.77,16.8245
Foggy,-10.15555556,0.93,10.6743
Mostly Cloudy,-0.677777778,0.81,4.7012
Foggy,-10.20555556,0.89,6.2468
Foggy,-10.76111111,0.91,10.8353
Clear,-10.18888889,0.89,6.8747
Foggy,-11.09444444,0.92,9.3863
Foggy,-10.09444444,0.92,11.2217
Partly Cloudy,-8.038888889,0.86,13.9265
Mostly Cloudy,-6.411111111,0.82,19.9157
Partly Cloudy,-5.116666667,0.82,21.735
Mostly Cloudy,-2.333333333,0.75,19.6903
Mostly Cloudy,-1.111111111,0.69,21.8316
Mostly Cloudy,0.044444444,0.69,23.1357
Overcast,1.183333333,0.64,16.583
Overcast,1.155555556,0.69,14.2324
Mostly Cloudy,1.177777778,0.69,19.6581
Overcast,1.133333333,0.75,12.0428
Mostly Cloudy,1.133333333,0.75,9.5795
Overcast,1.138888889,0.75,16.9694
Overcast,1.183333333,0.74,15.3111
Overcast,1.183333333,0.75,14.6832
Overcast,0.627777778,0.78,13.4757
Overcast,0.094444444,0.81,10.5938
Overcast,-0.583333333,0.82,2.6082
Overcast,-1.161111111,0.82,6.4078
Mostly Cloudy,-3.538888889,0.89,6.2146
Mostly Cloudy,-0.65,0.82,3.3166
Mostly Cloudy,-1.211111111,0.88,3.3327
Overcast,-0.994444444,0.88,10.1752
Mostly Cloudy,-1.233333333,0.82,9.3058
Mostly Cloudy,-2.283333333,0.88,13.6689
Mostly Cloudy,-2.577777778,0.86,13.2503
Mostly Cloudy,-2.883333333,0.8,10.6099
Mostly Cloudy,-2.838888889,0.79,7.5509
Mostly Cloudy,-2.1,0.77,7.9534
Mostly Cloudy,-2.261111111,0.7,4.6368
Partly Cloudy,-1.172222222,0.7,9.2092
Mostly Cloudy,-0.944444444,0.71,10.3201
Mostly Cloudy,-1.072222222,0.7,9.2736
Mostly Cloudy,-1.05,0.75,10.6743
Partly Cloudy,-2.383333333,0.79,3.3005
Mostly Cloudy,-2.766666667,0.85,9.3058
Mostly Cloudy,-2.905555556,0.86,10.6421
Mostly Cloudy,-3.666666667,0.92,12.1394
Foggy,-3.938888889,0.92,3.3166
Foggy,-3.877777778,0.92,6.7137
Partly Cloudy,-3.733333333,0.93,7.5992
Mostly Cloudy,-4.383333333,0.93,11.1251
Mostly Cloudy,-4.338888889,0.92,6.6332
Overcast,0.266666667,0.77,12.9766
Mostly Cloudy,-3.877777778,0.92,3.6708
Mostly Cloudy,-3.366666667,0.89,6.6332
Mostly Cloudy,-2.305555556,0.9,7.6636
Mostly Cloudy,-2.394444444,0.89,9.8371
Mostly Cloudy,-2.372222222,0.89,11.2056
Mostly Cloudy,-1.35,0.83,12.2521
Mostly Cloudy,-1.283333333,0.82,9.7083
Mostly Cloudy,-1.216666667,0.82,12.6546
Mostly Cloudy,-0.05,0.77,10.5294
Mostly Cloudy,0.894444444,0.7,12.3487
Mostly Cloudy,1.933333333,0.71,12.6546
Mostly Cloudy,2.65,0.71,12.0428
Mostly Cloudy,2.538888889,0.77,9.8371
Overcast,3.605555556,0.71,14.007
Overcast,2.744444444,0.82,11.3183
Overcast,2.077777778,0.8,11.4793
Overcast,2.005555556,0.8,11.1895
Overcast,2.455555556,0.7,17.1787
Overcast,1.983333333,0.71,16.7279
Overcast,1.961111111,0.69,16.8084
Overcast,1.388888889,0.71,22.8781
Overcast,0.944444444,0.74,16.9211
Overcast,0.944444444,0.73,14.1036
Foggy,0.105555556,0.93,6.44
Overcast,0.411111111,0.76,17.5007
Overcast,0.411111111,0.76,14.4256
Overcast,0.427777778,0.77,15.4077
Overcast,-0.144444444,0.83,11.4632
Overcast,-0.144444444,0.86,14.4578
Foggy,-0.138888889,0.92,13.5079
Foggy,-1.183333333,1,14.6027
Foggy,-0.144444444,0.93,20.5114
Foggy,-0.133333333,0.93,16.422
Foggy,-0.05,1,15.9229
Foggy,0.022222222,0.99,14.4578
Foggy,0.922222222,0.93,15.3755
Foggy,0.022222222,0.92,17.4363
Foggy,0.022222222,0.92,17.4041
Foggy,0.011111111,0.93,12.6707
Foggy,-0.072222222,0.92,11.4793
Foggy,-0.094444444,1,12.6546
Overcast,-0.044444444,1,9.9498
Foggy,-0.094444444,1,9.5956
Foggy,0.416666667,0.93,11.2378
Overcast,-0.044444444,0.95,9.2092
Foggy,-0.094444444,0.96,3.381
Foggy,-0.094444444,0.96,6.5366
Overcast,-1.9,0.89,9.5634
Foggy,-0.094444444,0.96,13.5562
Foggy,-0.072222222,0.96,13.6206
Overcast,-0.111111111,0.96,10.4972
Foggy,-0.072222222,0.93,10.8031
Foggy,-0.116666667,0.93,10.8031
Foggy,-0.066666667,0.93,12.0911
Foggy,-0.116666667,0.92,13.7816
Foggy,-0.116666667,0.93,12.3648
Foggy,-0.038888889,0.93,10.8675
Foggy,-1.116666667,0.93,12.4292
Foggy,-1.138888889,0.92,14.1519
Foggy,-0.927777778,0.93,14.329
Overcast,-1.227777778,0.89,17.1787
Overcast,-1.227777778,0.89,20.1572
Overcast,-2,0.96,15.0374
Overcast,-2.266666667,0.96,13.9426
Overcast,-2.266666667,0.96,13.9587
Overcast,-2.15,0.96,13.9748
Overcast,-2.266666667,0.96,12.7995
Overcast,-1.755555556,0.92,14.007
Overcast,-1.711111111,0.89,14.3612
Overcast,-2.288888889,0.92,13.9104
Overcast,-2.311111111,0.92,14.1197
Mostly Cloudy,-3.738888889,0.81,5.0393
Overcast,-2.844444444,0.92,17.2753
Foggy,-2.844444444,0.92,17.2753
Foggy,-3.238888889,0.92,13.4918
Overcast,-3.911111111,0.92,12.8478
Foggy,-3.961111111,0.92,15.778
Overcast,-3.788888889,0.92,13.6689
Foggy,-4.005555556,0.92,15.6814
Overcast,-3.961111111,0.84,14.1358
Overcast,-2.994444444,0.81,14.2002
Mostly Cloudy,-2.755555556,0.71,15.5848
Mostly Cloudy,-2.222222222,0.69,12.7995
Mostly Cloudy,-2.172222222,0.7,13.2825
Overcast,-1.227777778,0.69,12.5258
Overcast,-2.2,0.75,12.3326
Mostly Cloudy,-2.288888889,0.7,12.6707
Mostly Cloudy,-2.827777778,0.71,10.8836
Mostly Cloudy,-3.844444444,0.78,10.8675
Mostly Cloudy,-3.805555556,0.75,9.6278
Mostly Cloudy,-3.916666667,0.78,8.1305
Mostly Cloudy,-3.916666667,0.75,11.0607
Mostly Cloudy,-4.411111111,0.8,6.6171
Mostly Cloudy,-3.983333333,0.79,6.6493
Mostly Cloudy,-4.055555556,0.79,6.279
Overcast,-4.294444444,0.92,11.3988
Mostly Cloudy,-5.144444444,0.82,6.3434
Mostly Cloudy,-7.711111111,0.88,6.44
Partly Cloudy,-8.094444444,0.92,4.4597
Foggy,-10.76666667,0.91,5.0876
Foggy,-9.75,0.92,4.5563
Foggy,-8.883333333,0.92,3.1234
Foggy,-7.105555556,0.95,0
Mostly Cloudy,-4.977777778,0.81,4.669
Mostly Cloudy,-3.044444444,0.74,3.1717
Mostly Cloudy,-1.227777778,0.63,0.5313
Mostly Cloudy,-0.183333333,0.64,6.3434
Partly Cloudy,-0.272222222,0.62,2.576
Partly Cloudy,0.95,0.6,4.2021
Partly Cloudy,-1.105555556,0.69,12.4131
Mostly Cloudy,-2.116666667,0.74,10.7226
Mostly Cloudy,-2.933333333,0.78,9.5151
Mostly Cloudy,-4.066666667,0.85,5.1198
Mostly Cloudy,-5.927777778,0.92,3.9445
Overcast,-7.127777778,0.96,5.1681
Overcast,-4.166666667,0.92,10.7226
Foggy,-3.877777778,0.96,15.9229
Foggy,-3.677777778,0.96,13.9748
Overcast,9.444444444,0.93,14.49
Overcast,9.411111111,0.93,7.567
Overcast,9.444444444,0.93,11.27
Overcast,9.444444444,0.96,14.49
Overcast,9.411111111,0.94,10.8997
Overcast,8.888888889,0.93,0
Overcast,8.888888889,1,4.83
Overcast,8.872222222,0.99,1.2236
Foggy,8.888888889,0.93,0
Foggy,8.888888889,0.93,9.66
Foggy,8.855555556,0.94,9.4829
Foggy,8.888888889,1,12.88
Overcast,10,0.93,12.88
Overcast,8.905555556,0.9,19.803
Overcast,7.222222222,0.93,22.54
Overcast,6.111111111,0.93,16.1
Overcast,6.266666667,0.93,14.3934
Overcast,6.111111111,0.93,14.49
Overcast,6.111111111,0.93,12.88
Overcast,6.144444444,0.94,13.685
Foggy,6.111111111,0.93,12.88
Foggy,6.111111111,0.93,6.44
Overcast,6.2,0.96,4.025
Foggy,6.111111111,0.96,6.44
Mostly Cloudy,7.622222222,0.89,11.1734
Mostly Cloudy,2.838888889,0.87,12.5097
Partly Cloudy,4.983333333,0.96,13.9426
Foggy,4.911111111,0.96,10.626
Foggy,4.333333333,0.96,10.8514
Foggy,2.733333333,0.96,7.9373
Foggy,2.2,0.92,10.5455
Foggy,2.266666667,0.93,11.7047
Foggy,2.711111111,0.96,4.4436
Foggy,2.711111111,0.96,2.9141
Foggy,3.877777778,0.93,5.2486
Partly Cloudy,5.861111111,0.93,4.7173
Mostly Cloudy,6.927777778,0.93,4.186
Mostly Cloudy,7.05,0.92,7.6636
Mostly Cloudy,5.911111111,0.93,7.406
Overcast,5.838888889,0.87,12.4936
Partly Cloudy,5.094444444,0.92,11.0607
Overcast,4.75,0.87,8.1305
Overcast,4.705555556,0.87,12.558
Overcast,3.666666667,0.93,13.7816
Foggy,2.2,0.92,19.8513
Foggy,1.183333333,0.96,20.2055
Overcast,1.833333333,0.96,19.3361
Overcast,2.177777778,0.96,20.2055
Mostly Cloudy,2.155555556,0.9,17.1304
Clear,-1.627777778,0.93,7.6958
Overcast,1.577777778,0.9,17.2431
Partly Cloudy,0.577777778,0.92,11.2539
Mostly Cloudy,1.055555556,0.9,13.9748
Mostly Cloudy,-0.044444444,0.92,9.8854
Partly Cloudy,-0.066666667,0.86,9.5795
Clear,-0.038888889,0.86,12.6063
Partly Cloudy,0.022222222,0.85,15.4882
Partly Cloudy,1.016666667,0.79,14.0392
Mostly Cloudy,1.211111111,0.78,14.9086
Partly Cloudy,2.244444444,0.73,12.6868
Partly Cloudy,2.777777778,0.76,11.109
Partly Cloudy,3.905555556,0.69,13.9587
Partly Cloudy,4.927777778,0.65,12.6385
Partly Cloudy,3.838888889,0.7,12.5741
Clear,2.838888889,0.75,9.4829
Partly Cloudy,2.105555556,0.73,5.1198
Clear,-0.066666667,0.85,9.499
Clear,0.005555556,0.86,4.2504
Clear,-1.177777778,0.89,0.5152
Clear,-1.25,0.92,6.5849
Clear,-1.666666667,0.92,5.796
Clear,-1.688888889,0.92,8.4525
Clear,-2.777777778,0.92,3.2039
Mostly Cloudy,-1.394444444,0.93,7.3416
Clear,-2.311111111,0.92,6.6493
Clear,-2.333333333,0.88,6.6654
Clear,-2.338888889,0.88,7.1484
Partly Cloudy,-2.8,0.92,0.5796
Partly Cloudy,-2.861111111,0.92,8.0822
Mostly Cloudy,-3.738888889,0.92,5.152
Overcast,-2.905555556,0.92,4.9588
Overcast,-2.283333333,0.89,9.8371
Overcast,-0.944444444,0.88,8.2271
Overcast,0.072222222,0.82,9.5956
Overcast,0.138888889,0.85,11.0607
Mostly Cloudy,1.311111111,0.77,8.5008
Mostly Cloudy,1.183333333,0.78,8.2271
Mostly Cloudy,1.133333333,0.78,10.8675
Mostly Cloudy,1.166666667,0.78,7.4543
Overcast,1.016666667,0.79,7.9695
Overcast,-0.05,0.85,7.8407
Mostly Cloudy,0.111111111,0.85,3.2522
Mostly Cloudy,0,0.85,3.3327
Mostly Cloudy,-0.555555556,0.88,3.1395
Mostly Cloudy,-0.405555556,0.88,8.0017
Mostly Cloudy,-1.161111111,0.92,2.9141
Mostly Cloudy,-1.138888889,0.92,0.5796
Foggy,0.044444444,0.91,6.1019
Mostly Cloudy,-1.183333333,0.92,0
Mostly Cloudy,-0.622222222,0.88,6.44
Mostly Cloudy,-0.5,0.89,1.9642
Overcast,-1.133333333,0.88,6.44
Mostly Cloudy,-1.183333333,0.89,4.6046
Mostly Cloudy,-1.027777778,0.92,3.7513
Mostly Cloudy,-1.133333333,0.92,0
Mostly Cloudy,-0.116666667,0.86,0
Mostly Cloudy,0.044444444,0.86,4.5724
Mostly Cloudy,0.05,0.85,4.83
Overcast,0.05,0.85,2.9463
Mostly Cloudy,1.238888889,0.78,4.991
Overcast,1.066666667,0.79,4.8139
Mostly Cloudy,1.066666667,0.79,7.7441
Overcast,1.155555556,0.8,8.9677
Overcast,1.016666667,0.79,7.8085
Overcast,-0.05,0.86,7.7602
Overcast,0.05,0.86,8.5652
Overcast,0,0.86,4.8461
Overcast,0,0.89,3.3488
Overcast,-0.016666667,0.9,5.2164
Overcast,0,0.89,6.0375
Overcast,0,0.92,6.44
Mostly Cloudy,-0.033333333,0.92,5.8443
Foggy,0,0.92,6.4078
Foggy,0,0.92,6.279
Overcast,-0.016666667,0.92,6.3595
Foggy,-0.072222222,0.92,0.1449
Foggy,-0.022222222,0.92,4.5563
Mostly Cloudy,-0.061111111,0.87,5.3291
Mostly Cloudy,-0.022222222,0.86,4.7495
Mostly Cloudy,-0.022222222,0.86,1.61
Mostly Cloudy,0.105555556,0.87,5.1842
Mostly Cloudy,1.094444444,0.79,7.7441
Mostly Cloudy,1.116666667,0.79,4.8622
Mostly Cloudy,1.161111111,0.85,7.4704
Overcast,1.138888889,0.85,7.9373
Mostly Cloudy,1.138888889,0.85,7.9695
Overcast,1.183333333,0.85,5.1198
Overcast,1.066666667,0.85,4.6851
Overcast,1.066666667,0.85,7.9695
Mostly Cloudy,0.05,0.92,5.4901
Mostly Cloudy,0,0.92,3.2361
Overcast,0.022222222,0.92,2.9785
Overcast,-0.027777778,0.93,2.6726
Overcast,0,0.92,6.44
Mostly Cloudy,0,0.92,10.948
Overcast,-1.166666667,0.93,13.2503
Mostly Cloudy,-0.022222222,0.9,6.44
Overcast,-0.044444444,0.92,11.0446
Overcast,-0.066666667,0.93,6.6171
Overcast,-0.022222222,0.92,7.9051
Overcast,-0.094444444,0.92,9.66
Foggy,-0.061111111,0.93,7.5831
Mostly Cloudy,-0.072222222,0.92,12.4131
Mostly Cloudy,-0.072222222,0.93,12.397
Partly Cloudy,0.911111111,0.87,11.2217
Partly Cloudy,2.033333333,0.8,11.0124
Mostly Cloudy,2.055555556,0.85,12.3487
Mostly Cloudy,1.277777778,0.85,12.0428
Mostly Cloudy,1.083333333,0.86,14.1519
Mostly Cloudy,1.083333333,0.85,12.5258
Mostly Cloudy,0.172222222,0.92,14.1358
Mostly Cloudy,-0.094444444,0.86,15.2467
Overcast,-1.138888889,0.93,13.7977
Overcast,-1.15,0.93,15.2789
Overcast,-1.205555556,0.93,10.7226
Overcast,-1.227777778,0.92,10.9641
Overcast,-1.333333333,0.93,10.9158
Overcast,-0.788888889,0.92,13.7172
Overcast,-1.366666667,0.96,13.7655
Foggy,-2.177777778,0.96,8.0822
Foggy,-1.416666667,0.92,13.4435
Foggy,-1.95,0.96,13.3791
Foggy,-1.861111111,0.96,10.4328
Overcast,-2.411111111,0.96,13.4113
Overcast,-2.411111111,0.96,13.5079
Foggy,-2.333333333,0.96,13.0249
Foggy,-2.361111111,0.96,12.1233
Foggy,-2.361111111,0.96,10.7226
Foggy,-2.2,0.96,9.4346
Foggy,-2.244444444,0.96,9.2575
Foggy,-2.244444444,0.96,2.0608
Foggy,-2.144444444,0.97,5.0393
Foggy,-2.222222222,0.96,7.7441
Foggy,-1.205555556,0.93,4.6046
Foggy,-1.272222222,0.93,8.0822
Foggy,-2.222222222,0.96,3.2039
Overcast,-2.244444444,0.96,7.889
Overcast,-1.238888889,0.9,8.0178
Overcast,-2.222222222,0.96,4.8622
Overcast,-1.688888889,0.93,6.2629
Overcast,-1.688888889,0.93,6.6976
Overcast,-2.2,0.96,6.3595
Foggy,-2.2,0.96,10.5616
Overcast,-0.388888889,0.88,7.2128
Foggy,-2.177777778,0.96,6.3756
Foggy,-1.688888889,0.93,6.2468
Mostly Cloudy,-1.772222222,0.96,10.9641
Overcast,-2.2,0.96,12.2843
Overcast,-2.2,0.96,12.2682
Foggy,-2.3,0.96,12.5902
Foggy,-2.222222222,0.96,16.9694
Foggy,-2.177777778,0.96,14.1519
Overcast,-1.027777778,0.89,14.4578
Mostly Cloudy,-1.044444444,0.89,15.617
Overcast,-0.027777778,0.86,14.2002
Overcast,0.172222222,0.85,13.0893
Overcast,-0.027777778,0.86,11.1573
Overcast,-0.027777778,0.85,11.3827
Mostly Cloudy,0.088888889,0.84,7.0518
Mostly Cloudy,-0.05,0.86,11.1412
Mostly Cloudy,-0.05,0.83,12.5419
Mostly Cloudy,-0.011111111,0.86,11.1573
Overcast,-0.072222222,0.86,9.5956
Overcast,-0.072222222,0.9,11.2056
Overcast,-0.027777778,0.86,7.3899
Overcast,-0.094444444,0.85,6.6654
Overcast,-0.094444444,0.86,6.4883
Foggy,-0.483333333,0.95,5.4901
Overcast,-0.138888889,0.86,6.4239
Overcast,-0.138888889,0.85,3.2683
Overcast,-0.55,0.88,7.4865
Overcast,-0.138888889,0.86,5.0071
Overcast,-0.116666667,0.86,7.9534
Foggy,-1.016666667,0.93,7.9051
Foggy,-0.138888889,0.92,9.499
Foggy,-0.116666667,0.92,9.4829
Foggy,0.011111111,0.92,12.5741
Foggy,0,0.92,9.3541
Overcast,1.016666667,0.86,7.567
Overcast,1.077777778,0.86,8.5169
Foggy,1.066666667,0.86,7.406
Foggy,0.022222222,0.92,7.406
Foggy,0.033333333,0.93,9.4507
Foggy,-0.022222222,0.93,7.4382
Foggy,-0.094444444,0.93,3.4776
Foggy,-0.094444444,0.93,2.9141
Foggy,-0.094444444,0.93,4.7173
Foggy,-0.094444444,0.92,6.3112
Foggy,-0.483333333,0.93,6.0053
Foggy,-0.6,0.92,6.2307
Foggy,-0.6,0.96,6.3917
Overcast,-0.95,0.93,4.83
Foggy,-0.65,0.96,6.2629
Foggy,-0.65,0.96,6.3756
Overcast,-0.638888889,0.93,10.8353
Foggy,-1.161111111,1,11.0446
Foggy,-1.183333333,0.93,11.1573
Overcast,-1.127777778,0.93,11.4793
Foggy,-1.25,0.92,7.7763
Mostly Cloudy,-1.227777778,0.92,9.5312
Overcast,-0.144444444,0.87,10.7709
Overcast,-0.066666667,0.86,11.0768
Overcast,0.005555556,0.92,9.5151
Mostly Cloudy,0.072222222,0.86,10.5455
Mostly Cloudy,0.027777778,0.92,10.8192
Mostly Cloudy,0,0.85,12.4292
Mostly Cloudy,-0.994444444,0.92,13.6528
Foggy,-2.105555556,0.96,11.27
Foggy,-2.155555556,0.96,11.27
Overcast,-2.022222222,0.96,10.4972
Overcast,-1.161111111,0.89,9.5151
Overcast,-1.622222222,0.92,5.796
Overcast,-1.627777778,0.93,6.1502
Overcast,-1.622222222,0.93,3.1556
Foggy,6.088888889,0.96,6.2146
Foggy,0.15,0.93,28.4487
Overcast,5.972222222,0.96,10.8353
Overcast,5.95,0.9,13.9748
Overcast,6.005555556,0.9,11.4954
Overcast,5.9,0.87,13.8138
Overcast,4.927777778,0.93,14.2163
Mostly Cloudy,5.744444444,0.82,12.8478
Mostly Cloudy,4.811111111,0.87,11.0124
Mostly Cloudy,4.811111111,0.87,11.0768
Mostly Cloudy,4.005555556,0.92,15.8263
Mostly Cloudy,4.905555556,0.87,17.2753
Overcast,5,0.82,24.9067
Overcast,5.066666667,0.85,17.8227
Overcast,4.905555556,0.82,27.4827
Overcast,3.816666667,0.82,27.1124
Overcast,2.983333333,0.81,22.9908
Breezy and Overcast,2.733333333,0.76,30.0104
Overcast,2.222222222,0.79,21.574
Overcast,2.083333333,0.74,25.6312
Overcast,-0.005555556,0.92,24.2466
Foggy,-0.072222222,0.93,25.6956
Foggy,-0.544444444,0.96,28.1106
Foggy,-0.65,0.96,21.2681
Overcast,-1.666666667,0.92,3.22
Foggy,-0.377777778,0.93,2.1413
Overcast,-1.111111111,0.89,6.0858
Overcast,-1.111111111,0.92,3.3005
Mostly Cloudy,-1.594444444,0.93,3.0429
Overcast,-1.111111111,0.92,4.6851
Overcast,-1.161111111,0.92,2.9946
Foggy,-1.111111111,0.93,4.8139
Foggy,-1.111111111,0.92,4.5402
Foggy,-1.088888889,0.92,4.6046
Foggy,0.011111111,0.92,3.9284
Foggy,0.044444444,0.93,4.4919
Foggy,1.061111111,0.86,7.3738
Foggy,1.122222222,0.87,7.5187
Overcast,1.133333333,0.86,3.2361
Mostly Cloudy,1.177777778,0.85,9.0804
Mostly Cloudy,1.183333333,0.92,3.703
Foggy,1.061111111,0.92,2.8336
Foggy,1.038888889,0.92,4.347
Foggy,0.111111111,0.93,3.4132
Foggy,0,0.92,4.4758
Foggy,0.022222222,0.96,3.0429
Foggy,0.1,0.96,6.1824
Foggy,0,0.96,2.9624
Foggy,-0.05,0.96,5.8926
Overcast,-1.783333333,0.89,5.8282
Foggy,-0.65,0.96,5.6189
Foggy,-0.65,0.96,2.7853
Foggy,-1.166666667,0.96,4.3792
Foggy,-1.255555556,0.93,0.4991
Foggy,-1.277777778,0.93,3.9928
Foggy,-1.316666667,0.93,3.3971
Foggy,-1.3,0.93,3.9767
Foggy,-2.266666667,1,6.9874
Foggy,-1.344444444,0.93,3.2361
Foggy,-0.205555556,0.86,0.6762
Foggy,-0.183333333,0.86,0.6279
Foggy,-1.238888889,0.92,4.3792
Foggy,-1.227777778,0.89,8.533
Foggy,-2.222222222,0.96,10.4328
Foggy,-2.611111111,0.99,12.7834
Overcast,-2.755555556,0.93,10.626
Foggy,-2.755555556,0.93,9.3219
Foggy,-2.677777778,0.93,10.3523
Foggy,-2.244444444,0.96,9.3058
Foggy,-2.222222222,0.92,10.8997
Overcast,-2.238888889,0.89,10.7226
Overcast,-2.244444444,0.89,11.1734
Overcast,-2.777777778,0.89,3.4132
Overcast,-4.044444444,0.86,6.0536
Mostly Cloudy,-2.777777778,0.92,10.8353
Mostly Cloudy,-3.355555556,0.86,13.8299
Mostly Cloudy,-4.105555556,0.86,13.1376
Mostly Cloudy,-6,0.89,15.3111
Mostly Cloudy,-5.977777778,0.82,13.6206
Mostly Cloudy,-6.633333333,0.88,14.812
Partly Cloudy,-8.638888889,0.85,9.1609
Partly Cloudy,-7.572222222,0.78,12.1877
Partly Cloudy,-7.216666667,0.78,11.0285
Partly Cloudy,-5.927777778,0.74,9.338
Partly Cloudy,-4.844444444,0.74,12.1877
Mostly Cloudy,-4.733333333,0.75,8.9516
Mostly Cloudy,-3.794444444,0.74,10.6099
Overcast,-3.816666667,0.74,9.2414
Overcast,-3.883333333,0.75,7.9695
Overcast,-3.888888889,0.79,9.4346
Overcast,-3.888888889,0.79,10.8836
Overcast,-3.938888889,0.79,8.0178
Overcast,-3.911111111,0.79,4.8944
Overcast,-4.422222222,0.84,3.2683
Overcast,-4.377777778,0.82,6.3756
Overcast,-6.455555556,0.84,6.4078
Overcast,-4.4,0.84,10.7387
Mostly Cloudy,-7.25,0.91,5.9731
Overcast,-5.438888889,0.82,6.2951
Overcast,-4.927777778,0.84,6.44
Overcast,-4.861111111,0.85,3.3327
Overcast,-4.95,0.84,4.7978
Overcast,-3.933333333,0.84,4.7978
Overcast,-4.461111111,0.88,6.4239
Overcast,-3.933333333,0.79,9.4024
Overcast,-3.911111111,0.84,4.9427
Overcast,-3.888888889,0.8,5.1037
Overcast,-2.85,0.72,1.8193
Mostly Cloudy,-2.827777778,0.72,9.1287
Partly Cloudy,-1.527777778,0.67,5.2003
Partly Cloudy,-2.783333333,0.72,5.0232
Partly Cloudy,-3.794444444,0.75,7.4865
Partly Cloudy,-4.738888889,0.83,4.6046
Partly Cloudy,-6.944444444,0.88,4.8622
Foggy,-7.455555556,0.99,2.9785
Foggy,-9.844444444,0.91,0.9499
Foggy,-10.60555556,0.87,4.8461
Foggy,-10.72222222,0.91,1.5295
Foggy,-9.633333333,0.89,8.0339
Foggy,-8.833333333,0.92,0
Foggy,-8.372222222,0.92,11.27
Foggy,-11.17222222,0.89,3.3327
Foggy,-6.138888889,0.92,4.1538
Foggy,-5.75,0.93,5.9731
Mostly Cloudy,-5.588888889,0.92,6.2629
Foggy,-6.138888889,1,9.3702
Foggy,-5.072222222,0.92,3.3005
Foggy,-5.094444444,0.86,3.6708
Foggy,-5.072222222,0.93,0.1288
Foggy,-5.05,0.92,4.83
Foggy,-4.944444444,0.92,7.5348
Foggy,-2.916666667,0.79,0.6118
Overcast,-2.894444444,0.79,7.3577
Mostly Cloudy,-2.888888889,0.78,1.0626
Overcast,-2.827777778,0.72,7.6797
Partly Cloudy,-3.866666667,0.78,10.7226
Partly Cloudy,-5.727777778,0.86,9.4829
Partly Cloudy,-6.094444444,0.88,9.2253
Partly Cloudy,-7.744444444,0.85,4.8622
Foggy,-8.538888889,0.92,3.4454
Foggy,-9.872222222,0.92,4.7656
Foggy,-10.42777778,0.88,3.0751
Foggy,-10.66111111,0.92,3.9606
Foggy,-11.97777778,0.91,3.059
Foggy,-11.56111111,0.88,3.0107
Mostly Cloudy,-8.95,0.86,2.6726
Foggy,-12.17777778,0.88,3.22
Foggy,-11.69444444,0.88,3.22
Foggy,-12.77222222,0.88,3.703
Clear,-13.68333333,0.84,1.61
Foggy,-13.70555556,0.84,3.22
Foggy,-13.70555556,0.86,3.9284
